Source,supplier_source_string_upper,supplier_match_string_upper,supplier_id
Early_Spend,LANGSTANE PRESS LTD,LANGSTANE PRESS LIMITED,SC062202
Early_Spend,LANGTHORNS PLANTERY,LANGTHORNS PLANTERY LIMITED,11351011
Early_Spend,LANGUAGE LINE LIMITED T/A LANGUAGE LINE SOLUTIONS,LANGUAGE LINE LIMITED,04823110
Early_Spend,LARAC LIMITED,LARAC LIMITED,13227697
Early_Spend,LARSENS MARINE SURVEYORS & CONSULTANTS LIMITED,LARSENS MARINE SURVEYORS & CONSULTANTS LTD.,08374861
Early_Spend,LAS DELICIAS,LAS DELICIAS LTD.,SC557999
Early_Spend,LAS PLANT HIRE LTD,LAS PLANT HIRE LTD,SC158583
Early_Spend,LATER LIFE TRAINING LT,LATER LIFE TRAINING LIMITED,04654648
Early_Spend,LAUNCH DIAGNOSTICS LIMTED,LAUNCH DIAGNOSTICS LIMITED,02427295
Early_Spend,LAURA HARRISON,LAURA HARRISON LTD,08971866
Early_Spend,LAW BRIEF PUBLISHING,LAW BRIEF PUBLISHING LIMITED,05966609
Early_Spend,LAWGUIDE LTD,LAWGUIDE LIMITED,03012406
Early_Spend,LAWMED LTD,LAWMED LTD,03928724
Early_Spend,LAWSON HARDWICK LIMITED T/A 1ST CLASS SECRETARIAL SERVICES,LAWSON HARDWICK LIMITED,SC311027
Early_Spend,LAWSON REFRIGERATION,LAWSON REFRIGERATION LIMITED,SC341380
Early_Spend,LAXDALE FOODSERVICE LTD,LAXDALE FOODSERVICE LIMITED,SC035377
Early_Spend,LBS WORLDWIDE LTD,LBS WORLDWIDE LIMITED,02961161
Early_Spend,LCP SECURITIES LTD,L.C.P. SECURITIES LIMITED,02390937
Early_Spend,LEARNING JOURNALS LTD,LEARNING JOURNALS LTD,SC433971
Early_Spend,LEARNING NEXUS LIMITED,LEARNING NEXUS LIMITED,10056772
Early_Spend,LEARNING RESOURCES LTD,LEARNING RESOURCES LIMITED,03005652
Early_Spend,LEARNPRO EFIRESERVICE LTD,LEARNPRO EFIRESERVICE LIMITED,09570924
Early_Spend,LEASEPLAN,LEASEPLAN FINANCE (VEHICLE MANAGEMENT) LIMITED,05194871
Early_Spend,LECO INSTRUMENTS (UK) LIMITED,LECO INSTRUMENTS (U.K.) LIMITED,01125402
Early_Spend,LEEC LIMITED,LEEC LIMITED,01459141
Early_Spend,LEGAL & GENERAL INVESTMENT MANAGEMENT,LEGAL & GENERAL INVESTMENT MANAGEMENT LIMITED,02091894
Early_Spend,LEIBNIZ-INSTITUT DSMZ,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,P1103_HRB2570
Early_Spend,LEICA MICROSYSTEMS (UK) LIMITED,LEICA MICROSYSTEMS (UK) LIMITED,00476611
Early_Spend,LEICA MICROSYSTEMS UK LIMITED,LEICA MICROSYSTEMS (UK) LIMITED,00476611
Early_Spend,LEIDOS INNOVATIONS UK LIMITED,LEIDOS INNOVATIONS UK LTD,SC112421
Early_Spend,LEIPER ASSOCIATED PACKAGING,LEIPER ASSOCIATED PACKAGING LIMITED,SC226752
Early_Spend,"LEITH AGENCY, THE",THE LEITH AGENCY LIMITED,SC214812
Early_Spend,LEMETTIS,LEMETTI'S LIMITED,SC665015
Early_Spend,LES MILLS FITNESS UK LTD,LES MILLS FITNESS UK LIMITED,07880229
Early_Spend,LES ROCQUETTES HOTEL,Les Rocquettes Hotel Limited,1-1402
Early_Spend,LEVANTE,LEVANTE LTD,12004938
Early_Spend,"LEVEN CAR COMPANY, THE",LEVEN CAR COMPANY LIMITED,SC464762
Early_Spend,LEVENSEAT LTD,LEVENSEAT LTD.,SC094831
Early_Spend,LEWIS O'ROURKE LIMITED,LEWIS O'ROURKE LIMITED,10734447
Early_Spend,LEX AUTOLEASE LIMITED,LEX AUTOLEASE LIMITED,01090741
Early_Spend,LEXIS NEXIS,LEXIS-NEXIS EUROPE LIMITED,03241216
Early_Spend,LEXIS NEXIS BUTTERWORTHS,RELX PLC,00077536
Early_Spend,LEXIS NEXIS UK,RELX PLC,00077536
Early_Spend,LEXXION PUBLISHER,Lexxion Verlagsgesellschaft mbH,F1103R_HRB75875
Early_Spend,LEZZETLI,LEZZETLI LIMITED,09442266
Early_Spend,LGBTQ VICTORY INSTITUTE,LGBTQ Victory Institute INC,EXTUID_2828176
Early_Spend,LGC GENOMICS LIMITED,LGC GENOMICS LIMITED,07686158
Early_Spend,LGC LIMITED,LGC LIMITED,02991879
Early_Spend,LHD MARINE SUPPLIES LT,L.H.D. MARINE SUPPLIES LIMITED,00953431
Early_Spend,LIBREX EDUCATIONAL LTD,LIBREX EDUCATIONAL LIMITED,01260261
Early_Spend,LIDCO LTD,LIDCO LIMITED,02736561
Early_Spend,LIDL GB  LEITH,LIDL GREAT BRITAIN LIMITED,02816429
Early_Spend,LIDL GB  OBAN,LIDL GREAT BRITAIN LIMITED,02816429
Early_Spend,LIDL GB  PERTH,LIDL GREAT BRITAIN LIMITED,02816429
Early_Spend,LIDL GB FRASERBURGH,LIDL GREAT BRITAIN LIMITED,02816429
Early_Spend,LIDL GB LIVINGSTONE,LIDL GREAT BRITAIN LIMITED,02816429
Early_Spend,LIEBHERR GB LTD,LIEBHERR - GREAT BRITAIN LIMITED,00677497
Early_Spend,LIFE ENVIRONMENTAL SERVICES LTD,LIFE ENVIRONMENTAL SERVICES LIMITED,03053057
Early_Spend,LIFE TECHNOLOGIES LIMITED,LIFE TECHNOLOGIES LIMITED,SC083107
Early_Spend,LIFE TECHNOLOGIES LIMITED (INVITROGEN DIVISION),LIFE TECHNOLOGIES LIMITED,SC083107
Early_Spend,LIFELINK,LIFELINK,SC171155
Early_Spend,LIFETRAX,LIFETRAX C.I.C.,SC577042
Early_Spend,LIGHTWAYS (CONTRACTORS) LTD,LIGHTWAYS (CONTRACTORS) LIMITED,SC064413
Early_Spend,LINC MEDICAL SYSTEMS LTD,L.IN.C MEDICAL SYSTEMS LIMITED,03511367
Early_Spend,"LINES BETWEEN LIMITED, THE",THE LINES BETWEEN LTD.,SC493413
Early_Spend,LINK HOUSING ASSOCIATION,LINK HOUSING ASSOCIATION LIMITED,SC216300
Early_Spend,LINK ORTHOPAEDICS UK LTD,LINK ORTHOPAEDICS UK LTD,SC586309
Early_Spend,LINK TREASURY SERVICES LIMITED,LINK TREASURY SERVICES LIMITED,02652033
Early_Spend,LINKEDIN-455 2263854,LINKEDIN TECHNOLOGY UK LIMITED,06441873
Early_Spend,LINKLIVING LTD (NOT LINK HOUSING),LINKLIVING LIMITED,SC220855
Early_Spend,LINX PRINTING TECHNOLOGIES LIMITED,LINX PRINTING TECHNOLOGIES LIMITED,02066629
Early_Spend,LION LABORATORIES LTD,LION LABORATORIES LIMITED,01591869
Early_Spend,LION SAFETY LIMITED,LION SAFETY LIMITED,SC498428
Early_Spend,LIQUID LEVEL SYSTEMS LIMITED,LIQUID LEVEL SYSTEMS LIMITED,01802197
Early_Spend,LIQUIDLOGIC LTD,LIQUIDLOGIC LIMITED,04006349
Early_Spend,LISCLARE,LISCLARE LIMITED,NI031180
Early_Spend,LISSON GROVE BENIFITS PROGRAM LTD,LISSON GROVE BENEFITS PROGRAM LIMITED,03912743
Early_Spend,LITTLE SISTERS OF THE POOR,"LITTLE SISTERS OF THE POOR, GLASGOW SCIO",CS002753
Early_Spend,LITTLE STARS NURSERY,LITTLE STARS NURSERY LLP,OC302457
Early_Spend,LITTLE'S CHAUFFEUR DRIVE LIMITED,LITTLE'S CHAUFFEUR DRIVE LIMITED,SC622741
Early_Spend,LITTLES CHAUFFEUR DRIVE,LITTLE'S CHAUFFEUR DRIVE LIMITED,SC622741
Early_Spend,LIVANOVA UK LTD,LIVANOVA UK LIMITED,05164784
Early_Spend,LIVE ACTIVE LEISURE LIMITED,LIVE ACTIVE LEISURE LIMITED,SC042641
Early_Spend,LIVE ACTIVE LEISURE LTD,LIVE ACTIVE LEISURE LIMITED,SC042641
Early_Spend,LIVE BORDERS,LIVE BORDERS LIMITED,SC243577
Early_Spend,LIVE MUSIC NOW SCOTLAND,LIVE MUSIC NOW SCOTLAND,SC442910
Early_Spend,LIVE-LINK (CALL SYSTEMS) LTD,LIVE-LINK (CALL SYSTEMS) LIMITED,06011974
Early_Spend,LIVEWRIGHT,LIVEWRIGHT LTD,SC462054
Early_Spend,LIVING AMBITIONS LTD (CARE SUPPORT),LIVING AMBITIONS LIMITED,02622175
Early_Spend,LIVINGSTON JAMES,LIVINGSTON JAMES LTD,SC363639
Early_Spend,LLOYDS PHARMACY CLINICAL HOMECARE,LLOYDS PHARMACY CLINICAL HOMECARE LIMITED,02764914
Early_Spend,LNE RAILWAY EDB STN,LONDON NORTH EASTERN RAILWAY LIMITED,04659712
Early_Spend,LNER WEB SALES,LONDON NORTH EASTERN RAILWAY LIMITED,04659712
Early_Spend,LOCHSIDE MANOR CARE HOME,ENHANCE HEALTHCARE LTD,SC406182
Early_Spend,LOCK DOCTOR SERVICES LTD,LOCK DOCTOR SERVICES LIMITED,04634489
Early_Spend,LOFTHUS SIGNS & ENGRAVING LIMITED,LOFTHUS SIGNS AND ENGRAVING (DORMANT) LIMITED,SC161945
Early_Spend,LOGANAIR,LOGANAIR LIMITED,SC170072
Early_Spend,LOGIC FIRE & SECURITY,LOGIC FIRE AND SECURITY LTD,05008876
Early_Spend,LOGISTICS UK,FREIGHT TRANSPORT ASSOCIATION LIMITED,00391957
Early_Spend,LOGOXPRES LTD,LOGOXPRES LIMITED,SC205906
Early_Spend,LOMOND PLANT FORK LIFTS LTD,LOMOND PLANT FORK LIFTS LIMITED,SC078700
Early_Spend,LONDON INSTITUTE OF BANKING & FINANCE,THE LONDON INSTITUTE OF BANKING & FINANCE,RC000719
Early_Spend,LONGMANS LTD,LONGMANS LIMITED,00174659
Early_Spend,LONZA SALES LTD,LONZA BIOLOGICS PLC,02742471
Early_Spend,LOOMIS UK LTD,LOOMIS UK LIMITED,03200432
Early_Spend,LORETTO CARE T/A WHEATLEY CARE,LORETTO CARE LIMITED,SC657692
Early_Spend,LORIEN RESOURCING LIMITED,LORIEN RESOURCING LIMITED,01333388
Early_Spend,LORNE LABORATORIES LIMITED,LORNE LABORATORIES LIMITED,04540797
Early_Spend,LOTHIAN BUSES LTD,LOTHIAN BUSES LIMITED,SC096849
Early_Spend,LOTHIAN MACHINERY RING LIMITED,LOTHIAN MACHINERY RING LIMITED,SP02394R
Early_Spend,LOTHIAN VEHICLE BODYBUILDERS LTD,LOTHIAN VEHICLE BODYBUILDERS LIMITED,SC144229
Early_Spend,LPFE LIMITED,LPFE LIMITED,SC497543
Early_Spend,LPFI LIMITED,LPFI LIMITED,SC497542
Early_Spend,LPS BUILDING SERVICES LTD,LPS BUILDING SERVICES LTD.,SC489338
Early_Spend,LSR TRAINING AND DEVELOPMENT LIMITED,LSR TRAINING AND DEVELOPMENT LTD.,08826708
Early_Spend,"LTE GROUP, THE",LTE GROUP LIMITED,11726027
Early_Spend,LUDDON CONSTRUCTION LIMITED,LUDDON CONSTRUCTION LIMITED,SC057943
Early_Spend,LUSTALUX LTD,LUSTALUX LTD,04123437
Early_Spend,LYNCHWOOD DIAGNOSTICS LIMITED,LYNCHWOOD DIAGNOSTICS LIMITED,07318073
Early_Spend,LYRECO UK LTD,LYRECO UK LIMITED,00442696
Early_Spend,M-LINE INTERNATIONAL,M-LINE INTERNATIONAL COACHES LTD.,SC244073
Early_Spend,M-TEK UK LTD,M-TEK(UK) LIMITED,13038311
Early_Spend,M.R. GAIR LTD,M.R. GAIR LTD,SC493942
Early_Spend,M&S SIMPLY FOOD - SSP,MARKS & SPENCER SIMPLY FOODS LIMITED,04739922
Early_Spend,MABBETT AND ASSOCIATES LIMITED,MABBETT & ASSOCIATES LIMITED,SC163378
Early_Spend,MAC AUTO ELECTRICS LTD,MAC AUTO ELECTRICS LIMITED,SC109018
Early_Spend,MACARTNEY UK LIMITED,MACARTNEY UK LIMITED,02794936
Early_Spend,MACDONALD BROS LTD.,MACDONALD BROS. LTD.,SC256349
Early_Spend,MACDONALD HOLYROOD HOTEL,MACDONALD HOTELS LIMITED,SC247423
Early_Spend,MACDONALD INCHYRA HOTEL & SPA,MACDONALD HOTELS (MANAGEMENT) LIMITED,SC141208
Early_Spend,MACDONALD MCEWAN LTD,MACDONALD MCEWAN LIMITED,SC351429
Early_Spend,MACDUFF DIESELS LIMITED,MACDUFF DIESELS LTD.,SC177616
Early_Spend,MACE LIMITED,MACE LIMITED,02410626
Early_Spend,MACFARLANE GROUP UK LTD,MACFARLANE GROUP UK LIMITED,01630389
Early_Spend,MACGREGOR (GBR) LIMITED,MACGREGOR (GBR) LIMITED,08451463
Early_Spend,MACGREGOR INDUSTRIAL SUPPLIES LIMITED,MACGREGOR INDUSTRIAL SUPPLIES LIMITED,SC173566
Early_Spend,MACKAY + INGLIS LIMITED,MACKAY & INGLIS LIMITED,SC060615
Early_Spend,MACKAY AND LYNN LTD,MACKAY AND LYNN LIMITED,SC046812
Early_Spend,MACKAY DECORATORS PERTH LIMITED,MACKAY DECORATORS (PERTH) LIMITED,SC129820
Early_Spend,MACKAY HANNAH,MACKAY HANNAH LIMITED,SC255955
Early_Spend,MACKAY MARINE SERVICES LIMITED,MACKAY MARINE SERVICES LIMITED,SC656615
Early_Spend,MACLEAN ELECTRICAL,MACLEAN ELECTRICAL LTD,SC592927
Early_Spend,MACLEOD & MACLEOD,MACLEOD & MACLEOD LTD,SC672756
Early_Spend,MACLIN SOURCING SOLUTIONS LTD,MACLIN SOURCING SOLUTIONS LIMITED,04994444
Early_Spend,MACO PHARMA UK LTD,MACOPHARMA (UK) LIMITED,01986987
Early_Spend,MACPHIE LTD,MACPHIE LIMITED,SC031780
Early_Spend,MACQUEEN BROS,MACQUEEN BROS LIMITED,SC318812
Early_Spend,MACROBERTS LLP,MACROBERTS LLP,SO301699
Early_Spend,"MACROBERTS, SOLICITORS",MACROBERTS LLP,SO301699
Early_Spend,MACRON MARINE SERVICES LIMITED,MACRON MARINE SERVICES LIMITED,SC384965
Early_Spend,MADAME TUSSAUDS,MADAME TUSSAUD'S LIMITED,02168431
Early_Spend,MAGILL REFRIGERATION LTD,MAGILL REFRIGERATION LIMITED,SC599270
Early_Spend,MAGNUM MATERIALS LIMITED,MAGNUM MATERIALS LIMITED,01691508
Early_Spend,MAGNUS ELECTRICAL SERVICES LTD,MAGNUS ELECTRICAL SERVICES LIMITED,SC207848
Early_Spend,MAINLINE INSTRUMENTS LTD,MAIN LINE (INSTRUMENTS) LIMITED,03403591
Early_Spend,MAINLINE ROAD MARKING,MAINLINE ROAD MARKING LTD,SC405761
Early_Spend,MAINTEL EUROPE LTD,MAINTEL EUROPE LIMITED,02665837
Early_Spend,MAK SYSTEMS GROUP LTD,MAK-SYSTEM GROUP LIMITED,12374110
Early_Spend,MALAKOFF LIMITED,MALAKOFF LIMITED,SC242516
Early_Spend,MALLARD VIDEO PRODUCTIONS LTD,MALLARD VIDEO PRODUCTIONS LIMITED,SC513515
Early_Spend,MALLATITE LTD,MALLATITE LIMITED,02621328
Early_Spend,MAN TRUCK & BUS UK LTD,MAN TRUCK AND BUS UK LIMITED,02688514
Early_Spend,MANFRED SAUER UK LTD,MANFRED SAUER UK LIMITED,05314827
Early_Spend,MANGAR INTERNATIONAL LTD,MANGAR INTERNATIONAL LIMITED,01623146
Early_Spend,MANOR GRANGE CARE HOME,MANOR GRANGE CARE HOME LLP,OC412330
Early_Spend,MANSFIELD CARE,MANSFIELD CARE LIMITED,SC333977
Early_Spend,MANSFIELD HOUSE HOTEL,MANSFIELD HOUSE HOTEL LTD,10716864
Early_Spend,MANUTAN UK LIMITED,MANUTAN UK LIMITED,01092975
Early_Spend,MAP UK,MAP UK & INTERNATIONAL LTD,13408428
Early_Spend,MAPAC GROUP LTD,MAPAC GROUP LIMITED,00705055
Early_Spend,MAPELEY STEPS LIMITED C/O MAPELEY ESTATES LIMITED,MAPELEY ESTATES LIMITED,03729808
Early_Spend,MARCOS LEISURE LIMITED (EDINBURGH CORN EXCHANGE),MARCO'S LEISURE LIMITED,SC068762
Early_Spend,MARGARET L JOHNSON LTD,MARGARET L.JOHNSON LIMITED,00743328
Early_Spend,MARGAROT FORREST CARE MANAGEMENT,MARGAROT FORREST CARE MANAGEMENT LTD.,SC338106
Early_Spend,MARINE ELECTRICAL ENGINEERING LIMITED,MARINE ELECTRICAL ENGINEERING LTD,SC489965
Early_Spend,MARINE WAREHOUSE,THE MARINE WAREHOUSE LIMITED,05152483
Early_Spend,MARINETRAFFIC,EXMILE SOLUTIONS LIMITED,08037485
Early_Spend,MARITIME PROGRESS LIMITED,MARITIME PROGRESS LIMITED,01625919
Early_Spend,MARIUS,MARIUS 2020 LTD,12313465
Early_Spend,MARK ANDY UK LTD,MARK ANDY UK. LIMITED,02834435
Early_Spend,MARK BROWN PROGRAMMES LTD,MARK BROWN PROGRAMMES LTD,SC484590
Early_Spend,MARK DIFFLEY CONSULTANCY AND RESEARCH LIMITED,THE DIFFLEY PARTNERSHIP LIMITED,SC562642
Early_Spend,MARKON LTD,MARKON LIMITED,SC076319
Early_Spend,MARKS&SPENCER PLC,MARKS AND SPENCER P.L.C.,00214436
Early_Spend,MARKS&SPENCER PLC SACA,MARKS AND SPENCER P.L.C.,00214436
Early_Spend,MARKS&SPENCER PLC SF,MARKS AND SPENCER P.L.C.,00214436
Early_Spend,MARMAX PRODUCTS LTD,MARMAX PRODUCTS LIMITED,01661404
Early_Spend,MARREN,MARREN BUSINESS SYSTEMS LIMITED,03420105
Early_Spend,MARRIOTT,MARRIOTT ACADEMY OF ACHIEVEMENT LTD,08454280
Early_Spend,MARSH LTD,MARSH LIMITED,01507274
Early_Spend,MARSHALL CONSTRUCTION LTD.,MARSHALL CONSTRUCTION LIMITED,SC174699
Early_Spend,MARSHALL WILSON PACKAGING LTD,MARSHALL WILSON PACKAGING LIMITED,SC126734
Early_Spend,MARSHALLS MONO LTD,MARSHALLS MONO LIMITED,00509579
Early_Spend,MARSTON BOOK SERVICES LIMITED,MARSTON BOOK SERVICES LIMITED,01186721
Early_Spend,MARSTON BOOK SERVICES LTD,MARSTON BOOK SERVICES LIMITED,01186721
Early_Spend,MARWOOD ELECTRICAL COMPANY LTD,MARWOOD ELECTRICAL COMPANY LIMITED,01343397
Early_Spend,MASIMO EUROPE LIMITED,MASIMO EUROPE LIMITED,05211852
Early_Spend,MASON BONE PROJECTS LIMITED,MASON BONE PROJECTS LIMITED,SC486725
Early_Spend,MASS INFORMATION SYSTEMSLTD,MASS INFORMATION SYSTEMS LIMITED,02600614
Early_Spend,MAST GROUP LTD,MAST GROUP LIMITED,00632512
Early_Spend,MASTER-PEACE RECRUITMENT LIMITED,MASTER-PEACE RECRUITMENT LTD,SC390195
Early_Spend,MASTERPARTS (BELLSHILL) LTD,MASTERPARTS (BELLSHILL) LIMITED,SC118489
Early_Spend,MATALAN.CO.UK,MATALAN LIMITED,01579910
Early_Spend,MATHESON PLUMBING COMPANY LTD,MATHESON PLUMBING COMPANY LIMITED,SC141597
Early_Spend,MATT MCINALLY PLANT HIRE CO. LTD,MATT MCINALLY PLANT HIRE COMPANY LIMITED,SC298764
Early_Spend,MATTHEW ALGIE,MATTHEW ALGIE & COMPANY LIMITED,SC028433
Early_Spend,MAURICARE ASCOTCARE LTD,MAURICARE ASCOT CARE LIMITED,08043254
Early_Spend,MAUSER UK LIMITED,MAUSER UK LIMITED,05798825
Early_Spend,MAUVEWORX LTD,MAUVEWORX LTD,10989151
Early_Spend,MAWDSLEYS PRE WHOLESALE,MAWDSLEY-BROOKS & COMPANY LIMITED,00044701
Early_Spend,MAX TRACTOR LIMITED,MAX TRACTOR LIMITED,SC268416
Early_Spend,MAXI CONSTRUCTION LTD,MAXI CONSTRUCTION LIMITED,SC048718
Early_Spend,MAYBO LTD,MAYBO LIMITED,03156358
Early_Spend,MBE BOOKS,MBE BOOKS LIMITED,07193785
Early_Spend,MCAFEE  WWW.MCAFEE.COM,MCAFEE SECURITY UK LTD,10472868
Early_Spend,MCALLISTER LITHO GLASGOW LTD,MCALLISTER LITHO GLASGOW LIMITED,SC439973
Early_Spend,MCCALLUM HAULAGE LIMITED,MCCALLUM HAULAGE LIMITED,SC245152
Early_Spend,MCGREGOR MCMAHON (SCOTLAND) LTD,MCGREGOR MCMAHON (SCOTLAND) LIMITED,SC499033
Early_Spend,MCI SUISSE SA,MCI Suisse SA,712966
Early_Spend,MCLAYS LIMITED - **GREENGROCER & BUTCHER **,MCLAYS LIMITED,SC265647
Early_Spend,MCLAYS LTD,MCLAYS LIMITED,SC265647
Early_Spend,MCP PLC,MARITIME CARGO PROCESSING P.L.C.,01919399
Early_Spend,MCQUILKIN + CO LIMITED,MCQUILKIN & CO LIMITED,SC494641
Early_Spend,MCSA GROUP LIMITED,MCSA GROUP LIMITED,01421913
Early_Spend,MCTEAR CONTRACTS LTD,MCTEAR CONTRACTS LIMITED,SC309568
Early_Spend,MEALLMORE LTD,MEALLMORE LIMITED,SC100157
Early_Spend,MEARS SUPPORTED LIVING LTD,MEARS SUPPORTED LIVING LIMITED,SC662805
Early_Spend,MECOBO LTD,MECOBO LIMITED,06747144
Early_Spend,MED IMAGING HEALTHCARE LTD,MED IMAGING HEALTHCARE LIMITED,03090317
Early_Spend,MEDCURRENT CORPORATION,MEDCURRENT UK LTD,SC590606
Early_Spend,MEDECHO LIMITED,MEDECHO LIMITED,05050057
Early_Spend,MEDELA UK LTD,MEDELA UK LIMITED,04800758
Early_Spend,MEDEQUIP ASSISTIVE TECHNOLOGY,MEDEQUIP ASSISTIVE TECHNOLOGY LIMITED,04198824
Early_Spend,MEDGRAPHICS LTD,MEDGRAPHICS LIMITED,NI030703
Early_Spend,MEDI UK LTD,MEDI UK LTD,02110690
Early_Spend,MEDIA TRAINING LTD,MEDIA TRAINING LTD.,02867466
Early_Spend,MEDICA CPD LTD,MEDICA CPD LTD.,SC404764
Early_Spend,MEDICAL DATA SOLUTIONS AND SERVICES LTD,MEDICAL DATA SOLUTIONS AND SERVICES LTD,06827155
Early_Spend,MEDICAL INDICATORS EUROPE LTD,MEDICAL INDICATORS EUROPE LTD,02299133
Early_Spend,MEDICAL RESPONSE LOGISTICS LIMITED,MEDICAL RESPONSE LOGISTICS LIMITED,04018626
Early_Spend,MEDICAL SERVICES GROUP,MEDICAL SERVICES (GROUP) LIMITED,07863236
Early_Spend,MEDICAL WIRE AND EQUIPMENT CO (BATH) LTD,MEDICAL WIRE & EQUIPMENT CO.(BATH)LIMITED,00571118
Early_Spend,MEDICARE COLGATE LTD T/A STERIFEED,MEDICARE COLGATE LIMITED,02958090
Early_Spend,MEDICHILL (UK) LIMITED,MEDICHILL UK LIMITED,03529462
Early_Spend,MEDICINA LIMITED,MEDICINA LIMITED,02654669
Early_Spend,MEDILEX LTD,MEDILEX LTD,10262034
Early_Spend,MEDIMARK SCIENTIFIC LMITED,MEDIMARK SCIENTIFIC LIMITED,07052744
Early_Spend,MEDIPLUS LTD,MEDIPLUS LIMITED,02051641
Early_Spend,MEDISAVE,MEDISAVE GLOBAL HOLDINGS LIMITED,08371165
Early_Spend,MEDISUPPLIES LTD,MEDISUPPLIES LIMITED,03388533
Early_Spend,MEDITECH SYSTEMS LTD,MEDITECH SYSTEMS LTD.,03147743
Early_Spend,MEDLINE INDUSTRIES LTD,MEDLINE INDUSTRIES LIMITED,03238147
Early_Spend,MEDSTROM HEALTHCARE,MEDSTROM LTD,05709304
Early_Spend,MEDTRONIC LTD,MEDTRONIC LIMITED,01070807
Early_Spend,MEETUPCALL,MEETUPCALL LIMITED,09660261
Early_Spend,MELTING POT,THE MELTING POT,SC291663
Early_Spend,MELTWATER (UK) LTD,MELTWATER (UK) LIMITED,04575191
Early_Spend,MELTWATER NEWS CANADA INC,MELTWATER NEWS CANADA INC.,4494211
Early_Spend,MENTAL HEALTH FOUNDATI,THE MENTAL HEALTH FOUNDATION,02350846
Early_Spend,MENTAUR LTD,MENTAUR LIMITED,02239409
Early_Spend,MENZIES DISTRIBUTION LTD,MENZIES DISTRIBUTION LIMITED,01430241
Early_Spend,MERCHANT CITY PRINT,MERCHANT CITY PRINT LTD,SC570866
Early_Spend,MERIDIAN BUSINESS SUPPORT LTD,MERIDIAN BUSINESS SUPPORT LIMITED,02386774
Early_Spend,MERIT MEDICAL UK LTD,MERIT MEDICAL UK LIMITED,03001008
Early_Spend,MERKLAND DESIGN + ENGINEERING CONSULTANCY LTD,MERKLAND DESIGN & ENGINEERING CONSULTANCY LIMITED,SC498426
Early_Spend,MERLIN TREE SERVICES,MERLIN TREE SERVICES LIMITED,SC590199
Early_Spend,MERMAID MEDICAL LIMITED,MERMAID MEDICAL LIMITED,07637052
Early_Spend,MERRITT-HARRISON CATERING CONSULTANCY,MERRITT-HARRISON CATERING CONSULTANCY LIMITED,03135147
Early_Spend,MESSAGE MATS,MESSAGE MATS LTD.,SC219640
Early_Spend,METACHEM DIAGNOSTICS LIMITED,METACHEM DIAGNOSTICS LIMITED,01683672
Early_Spend,METALOGUE CONSULTING LLP,METALOGUE CONSULTING LLP,OC413803
Early_Spend,METEOGROUP IRELAND LIMITED,METEOGROUP IRELAND LIMITED,293572
Early_Spend,METHODS BUSINESS AND DIGITAL TECHNOLOGY LIMITED,METHODS BUSINESS AND DIGITAL TECHNOLOGY LIMITED,02485577
Early_Spend,METLAB SUPPLIES LIMITED,METLAB SUPPLIES LIMITED,01794167
Early_Spend,METRIC GROUP LTD,METRIC GROUP LIMITED,02560839
Early_Spend,METRO MOTELS LTD,METRO MOTELS LTD,08787178
Early_Spend,METROPLAN LTD,METROPLAN LIMITED,01348713
Early_Spend,METTLER TOLEDO LIMITED,METTLER-TOLEDO LIMITED,00959974
Early_Spend,METTLER-TOLEDO LIMITED,METTLER-TOLEDO LIMITED,00959974
Early_Spend,MGM TIMBER,MGM TIMBER (SCOTLAND) LIMITED,SC129921
Early_Spend,MGW SEAFOODS LTD,MGW SEAFOODS LIMITED,SC248994
Early_Spend,MHRA,MHRA PHARMA LIMITED,12985160
Early_Spend,MICE CONCIERGE LTD,MICE CONCIERGE LIMITED,08121988
Early_Spend,MICHAEL RUBENSTEIN CONFERENCES LTD,MICHAEL RUBENSTEIN CONFERENCES LIMITED,08737338
Early_Spend,MICHELLE STRAIN CONSULTANCY LTD,MICHELLE STRAIN CONSULTANCY LIMITED,SC565145
Early_Spend,MICROLAB TECHNOLOGIES LTD,MICROLAB TECHNOLOGIES LIMITED,04293935
Early_Spend,MICROLIFE HEALTH MANAGEMENT LTD,MICROLIFE HEALTH MANAGEMENT LIMITED,04491287
Early_Spend,MICRONCLEAN LTD,MICRONCLEAN LIMITED,00176558
Early_Spend,MICROSCOPY SUPPLIES & CONSULTANTS LIMITED,MICROSCOPY SUPPLIES & CONSULTANTS LIMITED,SC139542
Early_Spend,MICROSOFT OFFICE 365 P,MICROSOFT LIMITED,01624297
Early_Spend,MICROTECH SUPPORT LTD,MICROTECH SUPPORT LIMITED,SC253441
Early_Spend,MIDCO PRINT + PACKAGING LTD,MIDCO PRINT AND PACKAGING LIMITED,04806793
Early_Spend,MIDLAND BLUEBIRD,MIDLAND BLUEBIRD LIMITED,SC016923
Early_Spend,MIDLAND VASCULAR SERVICES LTD,MIDLAND VASCULAR SERVICES LIMITED,SC397901
Early_Spend,MILLAR + BRYCE LIMITED,MILLAR & BRYCE LIMITED,SC134475
Early_Spend,MILLENNIUM HOTEL GLASGOW,MILLENNIUM HOTELS & RESORTS SERVICES LIMITED,04601112
Early_Spend,MILLENNIUM HOTELS,MILLENNIUM HOTELS LIMITED,03141048
Early_Spend,MILLERS (THE CITY ART,CITY ART LIMITED,13246609
