Source,supplier_source_string_upper,supplier_match_string_upper,supplier_id
Early_Spend,BOOTS 0731,BOOTS UK LIMITED,00928555
Early_Spend,BOOTS 6006,BOOTS UK LIMITED,00928555
Early_Spend,BOOTS 6449,BOOTS UK LIMITED,00928555
Early_Spend,BOOTS EDINBURGH,BOOTS UK LIMITED,NF001691
Early_Spend,"BOOTS,LERWICK",BOOTS UK LIMITED,00928555
Early_Spend,BORDER EMBROIDERIES LTD,BORDER EMBROIDERIES LIMITED,SC125229
Early_Spend,BORDER SIGNS & GRAPHICS,BORDER SIGNS AND GRAPHIX LIMITED,SC105446
Early_Spend,BOSTON NETWORKS LIMITED,BOSTON NETWORKS LTD.,12957074
Early_Spend,BOSTON SCIENTIFIC LTD,BOSTON SCIENTIFIC LIMITED,02729626
Early_Spend,BOUQUET GARNI,BOUQUET GARNI CATERERS LIMITED,04239746
Early_Spend,BOWERS METROLOGY UK LIMITED,BOWERS METROLOGY (UK) LIMITED,02951538
Early_Spend,BOWMED IBISQUS,BOWMED IBISQUS LIMITED,06204088
Early_Spend,BOYS BRIGADE,BOYS BRIGADE(THE),00145122
Early_Spend,BP INTERNATIONAL LIMITED,BP INTERNATIONAL LIMITED,00542515
Early_Spend,BP OIL UK LTD,BP OIL UK LIMITED,00446915
Early_Spend,BPI GREENOCK,BRITISH POLYTHENE INDUSTRIES LIMITED,00108191
Early_Spend,BPI HEALTHCARE,BRITISH POLYTHENE INDUSTRIES LIMITED,00108191
Early_Spend,BPP PROF EDUCATION,BPP HOLDINGS LIMITED,01245304
Early_Spend,BPR MEDICAL LTD,BPR MEDICAL LIMITED,03601325
Early_Spend,BRACCO UK LTD,BRACCO UK LIMITED,04087007
Early_Spend,BRADY,BRADY CORPORATION LIMITED,04201763
Early_Spend,BRADY CORPORATION LTD T/A SETON,BRADY CORPORATION LIMITED,04201763
Early_Spend,BRAEDALE ROOFING,BRAEDALE ROOFING LIMITED,SC114263
Early_Spend,BRAES GOLF CENTRE,BRAES GOLF CENTRE LIMITED,SC646591
Early_Spend,BRAES TRAVEL,BRAES TRAVEL (SCOTLAND) LTD,SC561310
Early_Spend,BRAKE BROS LTD,BRAKE BROS LIMITED,02035315
Early_Spend,BRAKES,BRAKE BROS LIMITED,10797152
Early_Spend,BRAMBLE HUB LIMITED,BRAMBLE HUB LIMITED,04136381
Early_Spend,BRAND F LTD,BRAND F LIMITED,05608440
Early_Spend,BRANDON MEDICAL,BRANDON MEDICAL COMPANY LIMITED,02827189
Early_Spend,BRAUNONI,BraunOni B.V.,08129450
Early_Spend,BRAVOSOLUTION UK LIMITED,BRAVOSOLUTION UK LIMITED,05340218
Early_Spend,BRAY GROUP LTD,BRAY GROUP LIMITED,01396401
Early_Spend,BRAY LEINO,BRAY LEINO LIMITED,01352705
Early_Spend,BRDR MARKUSSENS METALVAREFABRIK A/S,Brdr. Markussens Metalvarefabrik A/S,28544014
Early_Spend,BRE GLOBAL LTD,BRE GLOBAL LIMITED,08961297
Early_Spend,BREADSHARE COMMUNITY INTEREST COMPANY,BREADSHARE COMMUNITY INTEREST COMPANY,SC403734
Early_Spend,BREEDON NORTHERN LTD,BREEDON NORTHERN LIMITED,SC144788
Early_Spend,BRENNTAG UK LIMITED,BRENNTAG UK LIMITED,05262170
Early_Spend,BREUSCH ORTHOPAEDIC SERVICES LTD,BREUSCH ORTHOPAEDIC SERVICES LTD.,SC291104
Early_Spend,BRIAN HEWITT,BRIAN HEWITT PLC,00890418
Early_Spend,BRICK TAKEOVER GMBH,Brick Takeover GmbH,D4708V_HRB12524
Early_Spend,BRIDGEMASTER MEDICAL LTD,BRIDGEMASTER MEDICAL LIMITED,625028
Early_Spend,BRIDGET SKELTON LIMITED,BRIDGET SKELTON LIMITED,05746597
Early_Spend,BRIG ENVIRONMENTAL LIMITED,BRIG ENVIRONMENTAL LIMITED,SC155983
Early_Spend,BRIGGS EQUIPMENT UK LIMITED,BRIGGS EQUIPMENT UK LIMITED,05895588
Early_Spend,BRIGHT BEGINNINGS,BRIGHT BEGINNINGS LTD,08222320
Early_Spend,BRIGHTWATER SERVICES LTD,BRIGHTWATER SERVICES LTD,SC514287
Early_Spend,BRIGHTWORK LIMITED,BRIGHTWORK LIMITED,SC296104
Early_Spend,BRIGHTWORK LTD,BRIGHTWORK LIMITED,SC296104
Early_Spend,BRITANNIA,BRITANNIA 20 FREEHOLD LIMITED,06825966
Early_Spend,BRITISH ASSOCIATION OF DAY SURGERY,THE BRITISH ASSOCIATION OF DAY SURGERY,03182143
Early_Spend,BRITISH COMPUTER SOCIETY (BCS),THE BRITISH COMPUTER SOCIETY,RC000724
Early_Spend,BRITISH ENGINEERING SERVICES LIMITED,BRITISH ENGINEERING SERVICES LIMITED,09299724
Early_Spend,BRITISH GAS,CENTRICA PLC,03033654
Early_Spend,BRITISH INSTITUTE OF CLEANING SCIENCE,BRITISH INSTITUTE OF CLEANING SCIENCE LIMITED(THE),01524014
Early_Spend,BRITISH PARKING ASSOCIATION,BRITISH PARKING ASSOCIATION(THE),00979689
Early_Spend,BRITISH STANDARDS INSTITUTION,BRITISH STANDARDS INSTITUTION,RC000074
Early_Spend,BRITISH STANDARDS INSTITUTION (BSI),BRITISH STANDARDS INSTITUTION,RC000074
Early_Spend,BRITISH TELECOMMUNICATIONS PLC,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,01800000
Early_Spend,BRITON ENGINEERING DEVELOPMENTS LTD,BRITON ENGINEERING DEVELOPMENTS LIMITED,01444879
Early_Spend,BRODIES LLP,BRODIES LLP,SO300334
Early_Spend,BRODIES SOLICITORS,BRODIES LLP,SO300334
Early_Spend,BROOKES & SONS (TARPAULINS) LTD,BROOKES & SONS (TARPAULINS) LIMITED,00542985
Early_Spend,BROWNS BOOKS FOR STUDENTS,A.T. LITTLE & SONS LIMITED,01607961
Early_Spend,BROXAP LIMITED,BROXAP LIMITED,02583752
Early_Spend,BROXBURN NURSING HOME LTD,BROXBURN NURSING HOME LIMITED,SC259713
Early_Spend,BRUCE TAXIS LTD,BRUCE TAXIS LIMITED,SC215838
Early_Spend,BRYANS COACHES LTD,BRYANS COACHES LIMITED,SC292001
Early_Spend,BSI ASSURANCE UK LIMITED,BSI ASSURANCE UK LIMITED,07805321
Early_Spend,BSI MANAGEMENT SYSTEMS,BSI MANAGEMENT SYSTEMS LTD.,03555812
Early_Spend,BSI STANDARDS LIMITED,BSI STANDARDS LIMITED,07864997
Early_Spend,BT BUSINESS DIRECT LTD,BT BUSINESS DIRECT LIMITED,04405796
Early_Spend,BT CONFERENCING,BT CONFERENCING VIDEO LIMITED,03744075
Early_Spend,BT GLOBAL SERVICES,BT GLOBAL SERVICES LIMITED,02410810
Early_Spend,BT PAYMENT SERVICES LTD,BT PAYMENT SERVICES LIMITED,06111881
Early_Spend,BT PLC (ALL ACCOUNTS),BT LIMITED,02216369
Early_Spend,BT REDCARE,BT GROUP PLC,04190816
Early_Spend,BUCCANEER LIMITED,BUCCANEER LIMITED,SC237481
Early_Spend,BUCCANEER LTD,BUCCANEER LIMITED,SC237481
Early_Spend,BUILDBASE,BUILDBASE LIMITED,02829914
Early_Spend,BUILDING BLOCK DATA LIMITED,BUILDING BLOCK DATA LIMITED,08912313
Early_Spend,BUILDING RESEARCH ESTABLISHMENT (BRE),BUILDING RESEARCH ESTABLISHMENT LIMITED,03319324
Early_Spend,BULLDOG REMOVALS LTD,BULLDOG REMOVALS LTD,SC640720
Early_Spend,BULLSEYE DISTRIBUTORS LIMITED,BULLSEYE DISTRIBUTORS LIMITED,06794587
Early_Spend,BUNZL CATERING SERVICE,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL CATERING SUPPLIES,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL CLEANING & HYGIENE SUPPLIES,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL CLEANING AND HYGIENE SUPPLIES,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL CLEANING SUPPLIE,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL GREENHAM,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL LOCKHART CATERING EQUIPMENT,BUNZL UK LIMITED,02902454
Early_Spend,BUNZL UK LIMITED T/A GREENHAM,BUNZL UK LIMITED,02902454
Early_Spend,BURALL INFOSMART LIMITED,BURALL INFOSMART LIMITED,02283024
Early_Spend,BURGESS GARAGE,BURGESS GARAGE LIMITED,00258432
Early_Spend,BURLODGE LTD,BURLODGE LIMITED,02196073
Early_Spend,BURNESS PAULL LLP,BURNESS PAULL LLP,SO300380
Early_Spend,BUSH AND COMPANY REHABILITATION LLP,BUSH & COMPANY REHABILITATION LIMITED,07180464
Early_Spend,BUSINESS MOVES (GLASGOW) LIMITED,BUSINESS MOVES (GLASGOW) LIMITED,04750614
Early_Spend,"BUSINESS PARTNERSHIP LIMITED, THE",BUSINESS PARTNERSHIP LIMITED,SC094490
Early_Spend,BUSINESS STREAM,BUSINESS STREAM LTD,SC332092
Early_Spend,BUYITDIRECT CO UK,BUY IT DIRECT LTD,04171412
Early_Spend,C & M SCIENTIFIC LIMITED,C & M SCIENTIFIC LIMITED,SC264055
Early_Spend,C AND M SCIENTIFIC,C & M SCIENTIFIC LIMITED,SC264055
Early_Spend,C BAIRD CONSULTANCY LTD,C BAIRD CONSULTANCY LIMITED,SC594623
Early_Spend,C J AUTO REPAIRS LIMITED,C.J.AUTO REPAIRS LIMITED,SC305402
Early_Spend,C J AUTO REPAIRS LTD,C.J.AUTO REPAIRS LIMITED,SC305402
Early_Spend,C J MEDICAL,C J MEDICAL LIMITED,04054345
Early_Spend,C R ENCAPSULATION LIMITED,C R ENCAPSULATION LIMITED,SC228211
Early_Spend,C-CHANGE SCOTLAND,C-CHANGE SCOTLAND,SC262558
Early_Spend,C-TECNICS LIMITED,C TECNICS LIMITED,SC303904
Early_Spend,CABLECOM ELECTRICAL LTD,CABLECOM ELECTRICAL LIMITED,SC229774
Early_Spend,CACI LIMITED,CACI LIMITED,01649776
Early_Spend,CADZOW HEAVY HAULAGE LIMITED,CADZOW HEAVY HAULAGE LIMITED,SC053552
Early_Spend,CAH FOOD TECHNOLOGIES,THE ROYAL ENVIRONMENTAL HEALTH INSTITUTE OF SCOTLAND,RC000774
Early_Spend,CAIR UK LTD,CAIR (UK) LTD,08652937
Early_Spend,CAIRN TECHNOLOGY LTD,CAIRN TECHNOLOGY LIMITED,03715724
Early_Spend,CAIRNS AND SCOTT,CAIRNS & SCOTT CATERHIRE LIMITED,SC231031
Early_Spend,CAITHNESS,CAITHNESS LIVESTOCK BREEDERS LIMITED,SP1501RS
Early_Spend,CALACHEM LTD,CALACHEM LTD,05369235
Early_Spend,CALBARRIE COMPLIANCE SERVICES LTD,CALBARRIE COMPLIANCE SERVICES LIMITED,06727566
Early_Spend,CALDWELL WRIGHT & CO LTD,CALDWELL WRIGHT & COMPANY LIMITED,SC053276
Early_Spend,CALDWELL WRIGHT AND CO LTD,CALDWELL WRIGHT & COMPANY LIMITED,SC053276
Early_Spend,CALEDONIA FIRE & SECURITY LTD,CALEDONIA FIRE AND SECURITY LIMITED,SC261324
Early_Spend,CALEDONIA SOCIAL CARE,CALEDONIA SOCIAL CARE LIMITED,SC537263
Early_Spend,CALEDONIA WASHROOM LTD,CALEDONIA WASHROOM SERVICES LTD.,SC338421
Early_Spend,CALEDONIAN BUSINESS CENTRES LTD,CALEDONIAN BUSINESS CENTRES LTD.,SC150783
Early_Spend,CALEDONIAN FREIGHT LTD,CALEDONIAN FREIGHT LIMITED,SC084213
Early_Spend,CALEDONIAN MAINTENANCE SERVICES LTD,CALEDONIAN MAINTENANCE SERVICES LIMITED,SC084888
Early_Spend,CALEDONIAN PACKAGING LTD,CALEDONIAN PACKAGING LIMITED,SC061351
Early_Spend,CALEDONIAN TRAINING LTD,CALEDONIAN TRAINING ACADEMY LTD,SC682583
Early_Spend,CALEDONIAN VEHICLE SERVICES,CALEDONIAN VEHICLE SERVICES LIMITED,SC617722
Early_Spend,CALEY CONSTRUCTION LTD,CALEY CONSTRUCTION LIMITED,SC199849
Early_Spend,CALEY FISHERIES LIMITED,CALEY FISHERIES LIMITED,SC019185
Early_Spend,CALL IN HOMECARE LTD,CALL-IN HOMECARE LIMITED,SC157767
Early_Spend,CAMBUSNETHAN SLUSH LTD,CAMBUSNETHAN SLUSH LIMITED,SC315830
Early_Spend,CAMLAB LIMITED,CAMLAB LIMITED,00484244
Early_Spend,CAMLAB LTD,CAMLAB LIMITED,00484244
Early_Spend,CAMPBELL SCIENTIFI,CAMPBELL SCIENTIFIC LIMITED,01933935
Early_Spend,CAMPBELL WALLACE FRASER LIMITED,CAMPBELL WALLACE FRASER LTD,07439002
Early_Spend,CAMPBELLS PRIME MEAT LIMITED,CAMPBELL'S PRIME MEAT LIMITED,SC051565
Early_Spend,CAMPBELLS PRIME MEAT LTD,CAMPBELL'S PRIME MEAT LIMITED,SC051565
Early_Spend,CAMPHILL BLAIR DRUMMOND TRUST,CAMPHILL(BLAIR DRUMMOND)TRUST LIMITED,SC059206
Early_Spend,CANNON TECHNOLOG LTD V,CANNON TECHNOLOGIES LIMITED,01374913
Early_Spend,CANON (UK) LTD,CANON (UK) LIMITED,01264300
Early_Spend,CANON UK LIMITED,CANON (UK) LIMITED,01264300
Early_Spend,CANON UK LTD,CANON (UK) LIMITED,01264300
Early_Spend,CANONBURY PRODUCTS LTD,CANONBURY PRODUCTS LIMITED,01703228
Early_Spend,CANONGATE COMMUNICATIONS LIMITED,CANONGATE COMMUNICATIONS LIMITED,SC296936
Early_Spend,CANVA  02307-3069845,CANVA PTY LTD,158929938
Early_Spend,CANVA  02311-4697242,CANVA PTY LTD,158929938
Early_Spend,CANVA  02316-6667607,CANVA PTY LTD,158929938
Early_Spend,CANVA  02317-4236989,CANVA PTY LTD,158929938
Early_Spend,CANVA  02317-6577325,CANVA PTY LTD,158929938
Early_Spend,CANVA  02318-6099068,CANVA PTY LTD,158929938
Early_Spend,CANVA  02320-3347941,CANVA PTY LTD,158929938
Early_Spend,CANVA  02320-3667823,CANVA PTY LTD,158929938
Early_Spend,CANVA  02323-5379435,CANVA PTY LTD,158929938
Early_Spend,CANVA  02362-3595700,CANVA PTY LTD,158929938
Early_Spend,CANVA  02365-7355537,CANVA PTY LTD,158929938
Early_Spend,CANVA  FOR WORK MONTH,CANVA PTY LTD,158929938
Early_Spend,CANVA  PRO MONTHLY,CANVA PTY LTD,158929938
Early_Spend,CANVA PRO MONTHLY,CANVA PTY LTD,158929938
Early_Spend,CAP GEMINI UK PLC,CAPGEMINI UK PLC,00943935
Early_Spend,CAPABILITY SCOTLAND,CAPABILITY SCOTLAND,SC036524
Early_Spend,CAPGEMINI UK PLC,CAPGEMINI UK PLC,00943935
Early_Spend,CAPITA,CAPITA PLC,02081330
Early_Spend,CAPITA BUSINESS SERVICES (SWAN),CAPITA BUSINESS SERVICES LTD,02299747
Early_Spend,CAPITA BUSINESS SERVICES LIMITED,CAPITA BUSINESS SERVICES LTD,02299747
Early_Spend,CAPITA BUSINESS SERVICES LIMITED - SWAN,CAPITA BUSINESS SERVICES LTD,02299747
Early_Spend,CAPITA BUSINESS SERVICES LTD,CAPITA BUSINESS SERVICES LTD,02299747
Early_Spend,CAPITA IT SERVICES LIMITED,CAPITA IT SERVICES LIMITED,SC045439
Early_Spend,CAPITA RESOURCING LIMITED,CAPITA RESOURCING LIMITED,03949686
Early_Spend,CAPITA RESOURCING LIMITED T/A VEREDUS EXECUTIVE RESOURCING,CAPITA RESOURCING LIMITED,03949686
Early_Spend,CAPITAL CARS,CAPITAL CARS BERKS LIMITED,11724615
Early_Spend,CAPITAL CARTRIDGES LTD,CAPITAL CARTRIDGES LTD.,SC357466
Early_Spend,CAPITAL COOLING REFRIG,CCRL REALISATIONS LIMITED,10257443
Early_Spend,CAPITAL SOLUTIONS,CAPITAL SOLUTIONS LIMITED,11804997
Early_Spend,CAPTURE ALL,CAPTURE ALL LIMITED,SC202088
Early_Spend,CARAT,CARAT & KARAT LIMITED,12959134
Early_Spend,CARAT (EDINBURGH),CARAT & KARAT LIMITED,12959134
Early_Spend,CARBON CREDENTIALS ENERGY SERVICES LIMITED,CARBON CREDENTIALS ENERGY SERVICES LIMITED,07665942
Early_Spend,CARD FACTORY,CARD FACTORY PLC,09002747
Early_Spend,CARDIAC SERVICES,CARDIAC SERVICES LTD,13965840
Early_Spend,CARDINAL HEALTH UK 432 LIMITED,CARDINAL HEALTH U.K. 432 LIMITED,01278801
Early_Spend,CARE & INDEPENDENCE LTD,CARE & INDEPENDENCE LTD,04214056
Early_Spend,CARE LEARNING & DEVELOPMENT,ARETE TRAINING SOLUTIONS LIMITED,SC598912
Early_Spend,CARE SHOP,BUNZL UK LIMITED,02902454
Early_Spend,CARE UK,CARE UK LIMITED,01668247
Early_Spend,CARE VISIONS (FOSTERING) LTD,CARE VISIONS FOSTERING SERVICES LTD,SC357237
Early_Spend,CAREFLEX LTD,CAREFLEX LIMITED,02650254
Early_Spend,CARELINE HOME SUPPORT,CARELINE HOME SUPPORT LIMITED,SC680775
Early_Spend,CAREVIEW HOMES LTD,CAREVIEW HOMES LIMITED,SC355425
Early_Spend,CAREVISIONS GROUP,CARE VISIONS GROUP LIMITED,SC204261
Early_Spend,CARING HOMES GROUP,CARING HOMES GROUP LIMITED,05587269
Early_Spend,CARL ZEISS LIMITED,CARL ZEISS LTD,00542141
Early_Spend,CARLISLE AND COLLINS,CARLISLE & COLLINS LIMITED,SC236975
Early_Spend,CARN SOFTWARE LTD,CARN SOFTWARE LIMITED,SC234865
Early_Spend,CAROLTON CARE LTD,CAROLTON CARE LTD.,SC269889
Early_Spend,CAROUSEL CHILDCARE LTD,CAROUSEL CHILDCARE LTD.,SC404817
Early_Spend,CARR GOMM SCOTLAND,CARR GOMM,SC236436
Early_Spend,CARRINGTON DEAN,CARRINGTON DEAN LIMITED,SC382881
Early_Spend,CARTER CEILINGS LTD,CARTER CEILINGS LIMITED,SC064160
Early_Spend,CARTVALE CONSULTING LTD,CARTVALE CONSULTING LTD,SC317973
Early_Spend,CASE MANAGEMENT SERVICES LTD,CASE MANAGEMENT SERVICES LIMITED,SC109044
Early_Spend,CASEVA LTD,CASEVA LIMITED,03441342
Early_Spend,CASTING SUPPORT SYSTEMS LTD,CASTING SUPPORT SYSTEMS LIMITED,02958872
Early_Spend,CASTLE ROCK EDINVAR HOUSING ASSOCIATION,CASTLE ROCK EDINVAR HOUSING ASSOCIATION LIMITED,SP1767RS
Early_Spend,CASTLE WATER (SCOTLAND) LTD,CASTLE WATER (SCOTLAND) LIMITED,SC448118
Early_Spend,CASTLE WATER LIMITED,CASTLE WATER LIMITED,SC475583
Early_Spend,CASTLE WATER LTD,CASTLE WATER LIMITED,SC475583
Early_Spend,CASTLIGHT LIMITED,CASTLIGHT LTD,06793893
Early_Spend,CATERING SUPPLIES & REPAIRS CO LTD (CSR),CATERING SUPPLIES & REPAIRS COMPANY LIMITED,SC158570
Early_Spend,CATHELCO LIMITED T/A TRANSVAC SYSTEMS,CATHELCO LIMITED,00562740
Early_Spend,CBC DISTRIBUTORS,C.B.C. (DISTRIBUTORS),NI002842
Early_Spend,CBRE LIMITED,CBRE LIMITED,03536032
Early_Spend,CBRE LIMITED - MARISCHAL SQUARE,CBRE LIMITED,03536032
Early_Spend,CCG MANUFACTURING LTD,CCG MANUFACTURING LIMITED,SC138736
Early_Spend,CCI CREDIT MANAGEMENT LIMITED,CCI CREDIT MANAGEMENT LIMITED,04358908
Early_Spend,CCMS (1984) LTD,CCMS (1984) LTD.,SC300885
Early_Spend,CCPD TRAINING LIMITED,CCPD TRAINING LTD,SC543573
Early_Spend,CCS MEDIA LIMITED,CCS MEDIA LIMITED,04418144
Early_Spend,CD MEDICAL,C.D. MEDICAL LIMITED,09569508
Early_Spend,CEBOTEC LIMITED,CEBOTEC LIMITED,SC261130
Early_Spend,CEC-CATERING,COST EFFECTIVE CATERING LIMITED,SC112267
Early_Spend,CEGEDIM RX LTD,CEGEDIM RX LIMITED,02855109
Early_Spend,CELLO SIGNAL LIMITED T/A SIGNAL,CELLO SIGNAL LIMITED,SC143653
Early_Spend,CELTIC FOOTBALL CLUB LIMITED,CELTIC FOOTBALL CLUB LIMITED,SC410032
Early_Spend,CEM BENCHMARKING UK LIMITED,CEM BENCHMARKING UK LIMITED,07736482
Early_Spend,CENTA TRANSMISSION LIMITED,CENTA TRANSMISSIONS LIMITED,01435941
Early_Spend,CENTRAL CARERS ASSOCIATION,CENTRAL CARERS ASSOCIATION (FALKIRK AND CLACKMANNAN),SC184443
Early_Spend,CENTRAL COACHES,CENTRAL COACHES (ABERDEEN) LIMITED,SC157690
Early_Spend,CENTRAL EXECUTIVE TRAVEL LIMITED T/A COMCAB EDINBURGH,CENTRAL EXECUTIVE TRAVEL LTD,SC327158
Early_Spend,CENTRAL EXECUTIVE TRAVEL LTD,CENTRAL EXECUTIVE TRAVEL LTD,SC327158
Early_Spend,CENTRAL LANDSCAPING,CENTRAL LANDSCAPING LTD,SC633545
Early_Spend,CENTRAL LAW TRAINING (SCOTLAND) LIMITED,CENTRAL LAW TRAINING (SCOTLAND) LIMITED,SC187504
Early_Spend,CENTRAL MEDICAL SUPPLIES,CENTRAL MEDICAL SUPPLIES LIMITED,02640770
Early_Spend,CENTRAL RADIO TAXIS,CENTRAL RADIO TAXIS (TOLLCROSS) LIMITED,SC045692
Early_Spend,CENTRAL RADIO TAXIS (TOLLCROSS) LIMITED,CENTRAL RADIO TAXIS (TOLLCROSS) LIMITED,SC045692
Early_Spend,CENTRAL SKIP HIRE,CENTRAL SKIP HIRE LTD,09335671
Early_Spend,CENTRAL SOURCE LTD,CENTRAL SOURCE GROUP LIMITED,07922499
Early_Spend,CENTRAL TAIL LIFT SERVICES,CENTRAL TAIL LIFT SERVICES LIMITED,SC269515
Early_Spend,CENTRAL TRAFFIC MANAGEMENT LTD,CENTRAL TRAFFIC MANAGEMENT LIMITED,SC284264
Early_Spend,CENTRAL UNION DIRECT LTD,CENTRAL UNION DIRECT LTD.,SC513163
Early_Spend,CENTRE FOR CIVIL SOCIETY (LIVING WAGE FOUNDATION),CENTRE FOR CIVIL SOCIETY LIMITED,07333734
Early_Spend,CENTRE FOR GOOD RELATIONS CIC,CENTRE FOR GOOD RELATIONS COMMUNITY INTEREST COMPANY,06995383
Early_Spend,CENTRE FOR SUSTAINABLE ENERGY,CENTRE FOR SUSTAINABLE ENERGY,02219673
Early_Spend,CF CORPORATE FINANCE LTD,CF CORPORATE FINANCE LIMITED,05414774
Early_Spend,CF FURNITURE & FLOORING,CF SERVICES LIMITED,SC170883
Early_Spend,CFD (A FIRM),CFD ACCOUNTANCY LIMITED,08976957
Early_Spend,CGI IT UK LIMITED,CGI IT UK LIMITED,00947968
Early_Spend,CH2M HILL UNITED KINGDOM,CH2M HILL UNITED KINGDOM,02533469
Early_Spend,CHAIN REACTION CYCLES,CHAIN REACTION CYCLES LTD,NI036744
Early_Spend,CHALLENGE SUPPLY CO LTD T/A SCHOOL SMART,CHALLENGE SUPPLY CO. LIMITED,08197935
Early_Spend,CHAMPFLEURIE STABLES,CHAMPFLEURIE STABLES LIMITED,SC447283
Early_Spend,CHANDINI,WOBU UK LIMITED,SC586639
Early_Spend,CHANGEWORKS RECYCLING LIMITED,CHANGEWORKS RECYCLING LIMITED,SC244949
Early_Spend,CHARLES SCHWAB AND CO,"CHARLES SCHWAB, U.K., LIMITED",04709153
Early_Spend,CHARLES TENNANT AND CO LTD,"CHARLES TENNANT & COMPANY, LIMITED",SC008811
Early_Spend,CHARLES WOOD & SON LTD,CHARLES WOOD & SON LIMITED,SC419707
Early_Spend,CHARLIE IRONS COACHES LIMITED,CHARLIE IRONS COACHES LIMITED,SC229459
Early_Spend,CHARLOTTE LEE,CHARLOTTE LEE ENTERPRISES PLC,07149479
Early_Spend,CHARTERED INSTITUTE OF,CHARTERED INSTITUTE OF ARBITRATORS,RC000099
Early_Spend,CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT (CIPD),THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,RC000758
Early_Spend,CHARTERED INSTITUTE OF PUBLIC FINANCE ACCOUNTANTS (CIPFA),CHARTERED INSTITUTE OF PUBLIC FINANCE AND ACCOUNTANCY (THE),RC000101
Early_Spend,CHARTERED MANAGEME,CHARTERED MANAGEMENT INSTITUTE,RC000778
Early_Spend,CHATHAM HOUSE,CHATHAM HOUSE LTD,11227647
Early_Spend,CHECKMATE FIRE SOLUTIONS LTD,CHECKMATE FIRE SOLUTIONS LIMITED,04849245
Early_Spend,CHERRY TREE NURSERY LTD,CHERRY TREE NURSERY PROPERTIES LLP,SO307161
Early_Spend,CHERWELL LABORATORIES LIMITED,CHERWELL LABORATORIES LIMITED,01159518
Early_Spend,CHESS ICT LIMITED,CHESS ICT LIMITED,04512773
Early_Spend,CHESSTELECOM.COM,CHESS LIMITED,02797895
Early_Spend,CHILD POVERTY ACTION G,CHILD POVERTY ACTION GROUP,01993854
Early_Spend,CHILD POVERTY ACTION GROUP,CHILD POVERTY ACTION GROUP,01993854
Early_Spend,CHILDCARE VOUCHERS LIMITED,CHILDCARE VOUCHERS LIMITED,02420196
Early_Spend,CHILDCARE VOUCHERS LIMITED T/A EDENRED,CHILDCARE VOUCHERS LIMITED,02420196
Early_Spend,CHILDCARE VOUCHERS LTD,CHILDCARE VOUCHERS LIMITED,02420196
Early_Spend,CHILDREN 1ST,CHILDREN 1ST LIMITED,07576927
Early_Spend,CHILDREN IN SCOTLAND,CHILDREN IN SCOTLAND LTD,SC083383
Early_Spend,CHILDREN'S HOSPICE ASSOCIATION SCOTLAND,CHILDREN'S HOSPICES ACROSS SCOTLAND,SC136410
Early_Spend,CHILTERN INVADEX (UK) LTD,CHILTERN INVADEX (UK) LIMITED,04704248
Early_Spend,"CHINESE LAUNDRY COMPANY LIMITED, THE",THE CHINESE LAUNDRY COMPANY LIMITED,SC120610
Early_Spend,CHRIS NORMAN,CHRIS NORMAN LIMITED,10060478
Early_Spend,CHRISTIE & GREY LTD,CHRISTIE & GREY LIMITED,00138071
Early_Spend,CHUBB FIRE & SECURITY LIMITED,CHUBB FIRE & SECURITY LIMITED,00524469
Early_Spend,CHUBB FIRE & SECURITY LTD,CHUBB FIRE & SECURITY LIMITED,00524469
Early_Spend,CHUCHIN,CHUCHIN UK GENERAL SERVICES LIMITED,SC723971
Early_Spend,CIC- COMMUNITY INTEGRATED CARE,C-I-C COMMUNITY INTEGRATED CARE LTD,10693110
Early_Spend,CINEWORLD,CINEWORLD LIMITED,04081830
Early_Spend,CINEWORLD CINEMAS LTD,CINEWORLD CINEMAS LIMITED,01915767
Early_Spend,CIPD ENTERPRISES LTD.,CIPD ENTERPRISES LTD,02921009
Early_Spend,CIPD INTEGRA,THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,RC000758
Early_Spend,CIPD MEMBERSHIP RENEWA,THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,RC000758
Early_Spend,CIPFA BUSINESS LTD,CIPFA BUSINESS LIMITED,02376684
Early_Spend,CIPFA FINANCE,CHARTERED INSTITUTE OF PUBLIC FINANCE AND ACCOUNTANCY (THE),RC000101
Early_Spend,CIRDAN ULTRA LTD,CIRDAN ULTRA LTD,NI618335
Early_Spend,CIRECO (SCOTLAND) LLP,CIRECO (SCOTLAND) LLP,SO304535
Early_Spend,CITE DMS LIMITED,CITE DMS LIMITED,04010631
Early_Spend,CITY BUILDING CONTRACTS LLP,CITY BUILDING (CONTRACTS) LLP,SO301080
Early_Spend,CITY CABS EDINBURGH LIMITED,CITY CABS (EDINBURGH) LIMITED,SC033518
